OBJECTID *,IN_FID,NEAR_FID,NEAR_DIST,name_chk,dir_chk,Sensor_ID,MHN_ID
33,33,1720,18.729912,100,pass,IL-TESTTSC-EISENHOWER-E-3007,12343-12521-1
34,35,2136,16.958658,100,pass,IL-TESTTSC-STEVENSON-N-6050,21109-14768-1
35,36,690,17.877787,100,pass,IL-TESTTSC-EDENS-N-1105,20684-20681-1
36,37,275,0.245913,100,pass,IL-TESTTSC-I_290-E-4019,10165-10723-1
37,38,261,21.149211,100,pass,IL-TESTTSC-I_290-E-4003,9931-20137-1
38,39,905,3.04448,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5106,20786-15283-1
39,40,61,13.698048,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10214,21267-21271-1
40,41,577,10.642282,100,fail,IL-TESTTSC-BISHOP_FORD-N-7003,20410-20400-1
41,42,178,12.056533,100,pass,IL-TESTTSC-EDENS-N-1102,13710-20685-1
42,43,1205,16.128904,100,pass,IL-TESTTSC-EISENHOWER-E-3024,14458-14512-1
43,44,494,3.769496,100,pass,IL-TESTTSC-I_290-E-4028,20165-11144-1
44,45,432,21.674707,100,fail,IL-TESTTSC-ROUTE_53-N-11107,20092-20090-1
45,46,420,20.843461,100,pass,IL-TESTTSC-STEVENSON-S-6136,20317-11468-1
46,47,473,1.570993,100,pass,IL-TESTTSC-I_80-E-35038,10529-20491-1
47,48,520,11.867807,100,pass,IL-TESTTSC-I_80-W-35122,20467-20487-1
48,49,619,18.54619,100,pass,IL-TESTTSC-STEVENSON-S-6140,20337-11097-1
49,51,503,3.616779,100,pass,IL-TESTTSC-I_290-E-4025,20162-20165-1
50,52,1665,9.906386,100,pass,IL-TESTTSC-KENNEDY-E-2018,13416-21342-1
51,53,210,10.125626,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10003,21322-21968-1
52,55,907,8.261543,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5108,20805-15382-1
53,56,579,14.536768,100,fail,IL-TESTTSC-BISHOP_FORD-N-7002,20447-20410-1
54,57,909,8.377647,100,pass,IL-TESTTSC-STEVENSON-S-6103,20799-15712-1
55,58,1037,6.770462,100,pass,IL-TESTTSC-STEVENSON-S-6116,13801-21118-1
56,59,275,3.832688,100,pass,IL-TESTTSC-I_290-E-4021,10165-10723-1
57,60,438,26.391466,40,pass,IL-TESTTSC-I_290-E-4001,20109-20129-1
58,62,683,14.342778,100,pass,IL-TESTTSC-EDENS-N-1114,20651-20650-1
59,63,143,10.599209,100,pass,IL-TESTTSC-KENNEDY-E-2026,21399-21401-1
60,64,687,4.632455,100,pass,IL-TESTTSC-EDENS-N-1118,20644-13535-1
61,65,628,11.843938,100,pass,IL-TESTTSC-I_57-N-9011,20397-20373-1
62,66,630,19.910042,100,pass,IL-TESTTSC-I_57-N-9008,20414-20399-1
63,67,988,18.812865,100,pass,IL-TESTTSC-I_55-N-6003,8842-21177-1
64,68,548,22.507225,100,pass,IL-TESTTSC-I_57-N-9006,20446-20414-1
65,70,296,5.09084,100,pass,IL-TESTTSC-I_290-W-4115,10799-20159-1
66,71,1034,13.042728,100,pass,IL-TESTTSC-EISENHOWER-E-3018,13693-13891-1
67,72,628,11.411711,100,pass,IL-TESTTSC-I_57-N-9010,20397-20373-1
68,73,19,16.177954,87,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10318,15115-15072-1
69,74,521,19.516253,100,pass,IL-TESTTSC-I_80-E-35053,20466-20478-1
70,75,268,5.862409,100,pass,IL-TESTTSC-I_290-W-4134,10042-9961-1
71,76,1021,15.318288,100,pass,IL-TESTTSC-EISENHOWER-W-3122,12850-21070-1
72,77,275,2.21619,100,pass,IL-TESTTSC-I_290-E-4023,10165-10723-1
73,79,1054,11.869065,100,pass,IL-TESTTSC-EISENHOWER-W-3110,14635-14520-1
74,80,1048,19.655438,100,pass,IL-TESTTSC-STEVENSON-S-6113,14313-21113-1
75,81,347,16.541074,100,pass,IL-TESTTSC-I_290-W-4101,11624-20202-1
76,82,1377,22.336046,100,pass,IL-TESTTSC-KENNEDY-E-2004,11976-12101-1
77,84,537,12.326094,100,pass,IL-TESTTSC-I_80-E-35068,20450-14439-1
78,85,1023,17.088428,100,pass,IL-TESTTSC-STEVENSON-S-6124,13033-12840-1
79,86,101,4.234935,100,pass,IL-TESTTSC-KENNEDY-E-2021,21362-21365-1
80,87,607,24.057393,40,pass,IL-TESTTSC-I_290_EXPRESS-W-4302,20127-20110-1
81,88,917,16.994848,100,pass,IL-TESTTSC-I_57-S-9104,20838-15043-1
82,89,1378,18.309071,100,pass,IL-TESTTSC-KENNEDY-W-2138,12008-21640-1
83,90,40,20.933575,100,pass,IL-TESTTSC-KENNEDY-E-2042,15260-21047-1
84,91,990,19.88923,100,pass,IL-TESTTSC-I_55-N-6006,9488-9828-1
85,92,520,8.516531,100,pass,IL-TESTTSC-I_80-W-35126,20467-20487-1
86,93,175,4.657856,50,pass,IL-TESTTSC-KENNEDY_REVERSIBLE-W-2303,21458-21414-1
87,94,1417,17.263407,100,pass,IL-TESTTSC-KENNEDY-W-2131,13010-21638-1
88,95,624,26.561217,100,pass,IL-TESTTSC-I_57-S-9129,20412-20449-1
89,96,1151,18.048504,100,pass,IL-TESTTSC-STEVENSON-S-6117,21118-21120-1
90,97,332,22.835374,100,pass,IL-TESTTSC-STEVENSON-S-6139,11468-20337-1
91,99,846,10.242084,29,fail,IL-TESTTSC-DAN_RYAN-N-5056,15723-15731-1
92,100,269,28.93654,100,pass,IL-TESTTSC-I_290-E-4015,10072-10101-1
93,101,889,5.232827,100,pass,IL-TESTTSC-BISHOP_FORD-N-7019,16274-16215-1
94,102,835,17.862851,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5189,15674-15819-1
95,103,62,8.164676,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10215,21271-21273-1
96,104,287,12.570363,100,pass,IL-TESTTSC-I_290-E-4024,10723-20161-1
97,105,385,23.75325,100,pass,IL-TESTTSC-I_80-E-35064,20461-20458-1
98,106,2208,15.040998,100,pass,IL-TESTTSC-I_55-N-59947,8278-20766-1
99,107,523,17.15142,100,pass,IL-TESTTSC-I_80-E-35062,20474-20461-1
100,108,607,22.962274,40,pass,IL-TESTTSC-I_290_EXPRESS-W-4301,20127-20110-1
101,109,1668,10.005792,100,pass,IL-TESTTSC-EISENHOWER-E-3008,23956-12672-1
102,110,307,10.402423,100,pass,IL-TESTTSC-I_290-W-4113,11106-10799-1
103,111,921,17.53729,52,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5157,20830-15929-1
104,112,539,19.544926,100,pass,IL-TESTTSC-I_57-S-9131,20457-20462-1
105,113,39,10.313959,100,pass,IL-TESTTSC-EISENHOWER-E-3032,15238-21021-1
106,114,273,21.610553,100,pass,IL-TESTTSC-I_290-W-4125,10143-10080-1
107,115,1150,20.616941,100,pass,IL-TESTTSC-STEVENSON-S-6118,21120-13468-1
108,116,80,9.968866,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10113,21315-21317-1
109,117,851,17.112967,100,pass,IL-TESTTSC-DAN_RYAN-N-5208,15755-15739-1
110,118,1191,16.953288,100,pass,IL-TESTTSC-BISHOP_FORD-S-7123,21225-16328-1
111,119,86,11.743997,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10106,21287-21293-1
112,120,1157,20.068907,100,pass,IL-TESTTSC-EISENHOWER-W-3121,21055-12850-1
113,121,696,9.596785,100,pass,IL-TESTTSC-EDENS-S-1016,20628-13419-1
114,122,202,4.819614,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10105,21961-21287-1
115,123,1532,27.293495,100,pass,IL-TESTTSC-ROUTE_53_I_355_CONNECTOR-N-24102,21669-21666-1
116,124,187,3.242283,100,pass,IL-TESTTSC-KENNEDY-W-2106,20981-21491-1
117,125,889,13.251175,100,pass,IL-TESTTSC-BISHOP_FORD-N-7020,16274-16215-1
118,126,394,19.883412,100,pass,IL-TESTTSC-I_80-W-35105,14440-20448-1
119,127,882,19.459722,100,pass,IL-TESTTSC-BISHOP_FORD-S-7105,16214-16254-1
120,129,127,8.928241,100,pass,IL-TESTTSC-KENNEDY-E-2032,21436-21439-1
121,130,601,9.89272,100,pass,IL-TESTTSC-I_57-N-9015,20370-14756-1
122,131,1147,17.18289,100,pass,IL-TESTTSC-STEVENSON-N-6037,21126-13101-1
123,132,273,22.534341,100,pass,IL-TESTTSC-I_290-W-4124,10143-10080-1
124,133,90,2.989694,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10216,21273-16072-1
125,134,1206,13.49688,100,pass,IL-TESTTSC-STEVENSON-S-6108,20812-14708-1
126,135,853,25.141044,58,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5255,15783-15686-1
127,136,857,14.313448,71,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5087,15822-15783-1
128,137,228,16.732445,100,pass,IL-TESTTSC-I_57-N-9012,20373-14561-1
129,138,1531,15.989698,100,pass,IL-TESTTSC-ROUTE_53_I_355_CONNECTOR-S-24006,21668-21670-1
130,139,1698,14.524091,100,pass,IL-TESTTSC-STEVENSON-N-6024,11537-11592-1
131,141,88,17.504104,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10209,19903-21253-1
132,142,549,1.128048,100,pass,IL-TESTTSC-I_290-W-4103,20202-11486-1
133,143,1063,25.523145,100,pass,IL-TESTTSC-EISENHOWER-W-3107,14924-14797-1
134,144,571,0.371231,100,pass,IL-TESTTSC-I_80-W-35121,20465-20467-1
135,145,146,14.40016,100,pass,IL-TESTTSC-EDENS-S-1037,21348-21356-1
136,146,1045,22.031795,100,pass,IL-TESTTSC-EISENHOWER-E-3023,14273-14458-1
137,147,541,10.938679,100,pass,IL-TESTTSC-I_57-N-9003,20452-20446-1
138,148,1765,14.138761,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5086,15895-15822-1
139,150,926,0.499351,100,pass,IL-TESTTSC-BISHOP_FORD-N-7015,20874-20872-1
140,151,673,4.761345,100,pass,IL-TESTTSC-EDENS-N-1112,13646-13462-1
141,152,659,3.502599,100,pass,IL-TESTTSC-EDENS-S-1012,13299-20628-1
142,153,1204,11.855124,100,pass,IL-TESTTSC-EISENHOWER-E-3025,14512-14634-1
143,154,139,0.490646,100,pass,IL-TESTTSC-KENNEDY-E-2038,21485-21489-1
144,155,1416,13.637228,100,pass,IL-TESTTSC-KENNEDY-E-2013,13003-13102-1
145,156,72,5.16352,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10306,21273-21266-1
146,157,40,11.158406,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5101,15260-21047-1
147,158,78,10.278894,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10008,21307-21302-1
148,159,853,13.550745,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5089,15783-15686-1
149,160,89,16.934914,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10310,21254-15485-1
150,161,832,25.284057,28,fail,IL-TESTTSC-DAN_RYAN-S-5153,15663-15674-1
151,162,1036,15.981351,100,pass,IL-TESTTSC-STEVENSON-N-6043,13736-21117-1
152,163,347,17.492498,100,pass,IL-TESTTSC-I_290-W-4102,11624-20202-1
153,164,2163,20.337297,100,pass,IL-TESTTSC-I_55-S-6153,21174-9459-1
154,165,846,16.63569,100,pass,IL-TESTTSC-DAN_RYAN-N-5206,15723-15731-1
155,166,586,16.163588,100,pass,IL-TESTTSC-I_290-W-4131,20139-10042-1
156,167,1428,7.889506,100,pass,IL-TESTTSC-KENNEDY-W-2126,21341-13448-1
157,169,450,18.456383,100,pass,IL-TESTTSC-STEVENSON-S-6127,20282-20289-1
158,170,1209,4.35916,100,pass,IL-TESTTSC-I_57-N-9019,14756-14976-1
159,172,1620,20.281312,100,pass,IL-TESTTSC-ROUTE_53_I_355_CONNECTOR-N-24103,21666-9966-1
160,174,363,25.230289,100,pass,IL-TESTTSC-STEVENSON-N-6033,12157-12808-1
161,175,281,25.277289,100,fail,IL-TESTTSC-ROUTE_53-N-11109,10353-20084-1
162,177,828,21.774486,100,pass,IL-TESTTSC-I_57-S-9102,15444-20838-1
163,178,570,16.776785,100,pass,IL-TESTTSC-I_80-E-35052,20468-20466-1
164,179,441,19.448285,100,pass,IL-TESTTSC-I_290-E-4007,20137-20138-1
165,180,426,21.64494,100,fail,IL-TESTTSC-ROUTE_53-S-11007,20085-20086-1
166,181,1767,16.386745,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5085,15904-15894-1
167,182,172,0.422632,100,pass,IL-TESTTSC-KENNEDY-W-2124,21354-21347-1
168,183,1153,19.311293,100,pass,IL-TESTTSC-STEVENSON-S-6114,21113-13963-1
169,184,60,7.083628,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10307,21264-21259-1
170,185,264,24.611606,100,fail,IL-TESTTSC-ROUTE_53-N-11105,9953-20104-1
171,186,410,5.289801,100,pass,IL-TESTTSC-KINGERY-E-8103,16454-20427-1
172,187,1744,20.274105,100,pass,IL-TESTTSC-DAN_RYAN-S-5303,15638-15637-1
173,188,675,8.041272,100,pass,IL-TESTTSC-EDENS-S-1034,13659-13698-1
174,189,1064,4.080507,100,pass,IL-TESTTSC-I_57-N-9022,14976-21178-1
175,190,1023,15.658851,100,pass,IL-TESTTSC-STEVENSON-S-6125,13033-12840-1
176,191,210,9.598467,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10002,21322-21968-1
177,192,653,11.029978,100,pass,IL-TESTTSC-EDENS-N-1131,12989-20609-1
178,193,632,11.301122,100,pass,IL-TESTTSC-KINGERY-E-8106,20427-16714-1
179,194,131,17.375412,100,pass,IL-TESTTSC-KENNEDY-W-2111,21447-21441-1
180,195,53,9.694018,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10211,21258-21260-1
181,196,1020,12.240527,100,pass,IL-TESTTSC-EISENHOWER-E-3010,12827-12978-1
182,197,501,6.150134,100,pass,IL-TESTTSC-I_290-W-4116,20158-20156-1
183,198,1026,11.776118,100,pass,IL-TESTTSC-EISENHOWER-W-3119,13345-13064-1
184,200,849,0.072031,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5096,15738-15692-1
185,201,662,5.603122,100,pass,IL-TESTTSC-EDENS-S-1017,13419-13513-1
186,202,418,22.497451,100,pass,IL-TESTTSC-STEVENSON-N-6023,20321-20319-1
187,203,112,5.253755,100,pass,IL-TESTTSC-KENNEDY-W-2119,21394-21390-1
188,204,1759,10.927174,100,pass,IL-TESTTSC-DAN_RYAN-N-5209,15740-15729-1
189,205,520,12.374456,100,pass,IL-TESTTSC-I_80-W-35124,20467-20487-1
190,207,577,42.581789,80,fail,IL-TESTTSC-BISHOP_FORD-S-7125,20410-20400-1
191,209,61,6.387524,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10213,21267-21271-1
192,211,920,8.558031,52,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5051,20831-15934-1
193,212,82,21.038102,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10108,21300-21303-1
194,213,445,17.59386,100,pass,IL-TESTTSC-I_290-W-4128,20146-10086-1
195,215,625,23.190183,100,pass,IL-TESTTSC-I_57-S-9125,20398-20412-1
196,216,2261,15.339485,100,pass,IL-TESTTSC-DAN_RYAN-S-5313,23899-15819-1
197,217,521,25.459724,100,pass,IL-TESTTSC-I_80-E-35054,20466-20478-1
198,218,1477,17.356828,100,pass,IL-TESTTSC-KENNEDY-E-2005,21635-21634-1
199,219,1754,19.112046,100,pass,IL-TESTTSC-DAN_RYAN-N-5211,15709-15710-1
200,220,166,18.173165,100,pass,IL-TESTTSC-EDENS-S-1038,21356-21362-1
201,222,48,5.344503,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10207,20051-15419-1
202,224,1057,12.252963,100,pass,IL-TESTTSC-STEVENSON-S-6110,14708-14404-1
203,225,21,22.979519,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10317,15168-15115-1
204,226,933,1.625134,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5105,15293-20786-1
205,227,652,18.865626,100,pass,IL-TESTTSC-EDENS-S-1003,12932-20613-1
206,228,1475,17.887596,100,pass,IL-TESTTSC-KENNEDY-E-2006,21633-12259-1
207,231,988,36.981548,100,pass,IL-TESTTSC-I_55-N-59999,8842-21177-1
208,232,853,23.630958,58,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5353,15783-15686-1
209,233,523,14.243296,100,pass,IL-TESTTSC-I_80-E-35060,20474-20461-1
210,234,521,18.830772,100,pass,IL-TESTTSC-I_80-E-35057,20466-20478-1
211,235,1763,9.651626,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5194,15870-15869-1
212,236,463,36.612543,100,pass,IL-TESTTSC-I_55-S-6190,20571-20574-1
213,237,893,12.863416,100,pass,IL-TESTTSC-BISHOP_FORD-N-7012,16370-20874-1
214,238,912,18.510164,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5018,20804-15302-1
215,239,993,23.462329,100,pass,IL-TESTTSC-I_55-N-6008,9828-21167-1
216,240,138,21.895663,100,pass,IL-TESTTSC-KENNEDY-W-2108,21472-21470-1
217,241,537,18.203428,100,pass,IL-TESTTSC-I_80-E-35065,20450-14439-1
218,242,551,6.591907,100,pass,IL-TESTTSC-I_290-E-4038,20201-20206-1
219,243,591,16.761805,100,pass,IL-TESTTSC-I_290-W-4106,20190-11425-1
220,244,412,9.81476,100,pass,IL-TESTTSC-KINGERY-W-8001,16715-16493-1
221,245,831,10.921011,100,pass,IL-TESTTSC-DAN_RYAN-S-5311,15661-15759-1
222,246,1028,20.621717,100,pass,IL-TESTTSC-STEVENSON-S-6121,13468-21125-1
223,248,441,15.757282,100,pass,IL-TESTTSC-I_290-E-4008,20137-20138-1
224,249,403,9.272797,89,fail,IL-TESTTSC-KINGERY-E-8101,16323-20432-1
225,250,853,19.563978,58,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5254,15783-15686-1
226,251,57,8.276582,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10210,21253-21258-1
227,253,674,16.498559,100,pass,IL-TESTTSC-EDENS-N-1107,13648-20675-1
228,254,75,19.726371,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10107,21296-21300-1
229,255,227,2.328789,100,pass,IL-TESTTSC-I_57-N-9013,14561-20370-1
230,256,272,15.249913,100,pass,IL-TESTTSC-ROUTE_53_I_355_CONNECTOR-S-24001,10101-20153-1
231,257,381,8.040359,100,pass,IL-TESTTSC-I_80-W-35113,20471-20472-1
232,258,608,2.476956,100,pass,IL-TESTTSC-ROUTE_53_I_355_CONNECTOR-S-24003,20153-9919-1
233,259,35,21.168073,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-S-10206,15253-20051-1
234,260,841,13.446609,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5184,15706-15663-1
235,261,631,12.255275,89,fail,IL-TESTTSC-KINGERY-W-8006,20426-16355-1
236,262,1667,18.169906,100,pass,IL-TESTTSC-I_55-S-6195,8228-20752-1
237,263,607,22.792876,40,pass,IL-TESTTSC-ROUTE_53_EXPRESS-N-11301,20127-20110-1
238,264,1164,4.178704,100,pass,IL-TESTTSC-I_57-S-9117,21184-21203-1
239,266,1399,16.353982,100,pass,IL-TESTTSC-KENNEDY-W-2136,12362-12147-1
240,267,520,17.5362,100,pass,IL-TESTTSC-I_80-W-35128,20467-20487-1
241,268,2262,8.187386,100,pass,IL-TESTTSC-DAN_RYAN-N-5200,15822-23900-1
242,269,39,17.822704,100,pass,IL-TESTTSC-EISENHOWER-E-3031,15238-21021-1
243,270,446,21.231557,100,pass,IL-TESTTSC-I_290-E-4013,20147-10072-1
244,271,176,1.621793,50,fail,IL-TESTTSC-KENNEDY_REVERSIBLE-E-2202,21409-21370-1
245,272,206,5.779057,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10112,21309-21313-1
246,273,928,5.042434,100,pass,IL-TESTTSC-BISHOP_FORD-N-7016,20868-16274-1
247,274,271,16.251612,100,pass,IL-TESTTSC-I_290-E-4017,10101-10165-1
248,275,205,6.939895,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10013,21288-21962-1
249,276,207,9.030801,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10115,21321-21322-1
250,277,801,19.269919,100,pass,IL-TESTTSC-I_55-N-59963,8245-20751-1
251,278,120,5.627232,100,pass,IL-TESTTSC-KENNEDY-W-2117,21416-21403-1
252,279,1530,20.893012,100,pass,IL-TESTTSC-STEVENSON-N-6019,21738-11153-1
253,281,26,14.819238,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10315,15211-15198-1
254,282,572,11.779572,100,pass,IL-TESTTSC-I_80-E-35045,20488-12288-1
255,283,1413,10.431625,100,pass,IL-TESTTSC-KENNEDY-W-2132,12816-12654-1
256,284,835,17.72489,58,fail,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5354,15674-15819-1
257,285,83,8.733537,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10010,21302-21301-1
258,286,94,22.999157,100,pass,IL-TESTTSC-STEVENSON-N-6058,16017-21291-1
259,288,494,8.452744,100,pass,IL-TESTTSC-I_290-E-4027,20165-11144-1
260,289,1748,18.284525,29,fail,IL-TESTTSC-DAN_RYAN-S-5150,15642-15641-1
261,290,175,3.299276,50,fail,IL-TESTTSC-KENNEDY_REVERSIBLE-E-2208,21458-21414-1
262,291,69,10.468514,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10101,21281-21282-1
263,292,849,14.362912,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5097,15738-15692-1
264,293,863,12.178712,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5195,15893-20828-1
265,294,1164,3.76415,100,pass,IL-TESTTSC-I_57-S-9116,21184-21203-1
266,295,100,50.041965,50,fail,IL-TESTTSC-KENNEDY_REVERSIBLE-W-2309,21355-21362-1
267,296,528,9.335692,100,pass,IL-TESTTSC-I_57-N-9001,20493-20460-1
268,297,929,1.831815,100,pass,IL-TESTTSC-BISHOP_FORD-S-7112,20867-20871-1
269,298,135,13.134655,100,pass,IL-TESTTSC-KENNEDY-E-2036,21471-21475-1
270,299,1041,22.015993,100,pass,IL-TESTTSC-STEVENSON-N-6046,14022-14312-1
271,300,204,7.295301,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10014,21962-21960-1
272,301,572,16.179019,100,pass,IL-TESTTSC-I_80-E-35049,20488-12288-1
273,302,41,3.705888,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5025,15295-20991-1
274,303,930,0.176594,100,pass,IL-TESTTSC-BISHOP_FORD-S-7113,20871-16277-1
275,304,176,1.621793,50,pass,IL-TESTTSC-KENNEDY_REVERSIBLE-W-2307,21409-21370-1
276,305,2162,15.572944,100,pass,IL-TESTTSC-STEVENSON-S-6115,13963-13801-1
277,306,521,14.316579,100,pass,IL-TESTTSC-I_80-E-35056,20466-20478-1
278,307,874,10.775509,100,pass,IL-TESTTSC-BISHOP_FORD-S-7101,15994-16214-1
279,308,669,0.615253,100,pass,IL-TESTTSC-EDENS-S-1023,13568-13476-1
280,309,151,6.156211,100,pass,IL-TESTTSC-KENNEDY-E-2034,21452-21454-1
281,311,661,1.236496,100,pass,IL-TESTTSC-EDENS-N-1124,13418-13316-1
282,312,890,10.791703,100,pass,IL-TESTTSC-BISHOP_FORD-S-7115,16277-16357-1
283,313,569,13.319908,100,pass,IL-TESTTSC-I_80-W-35114,20473-20476-1
284,314,180,0.490946,100,pass,IL-TESTTSC-KENNEDY-E-2040,15262-20985-1
285,315,882,13.524452,100,pass,IL-TESTTSC-BISHOP_FORD-S-7106,16214-16254-1
286,316,883,20.38291,100,pass,IL-TESTTSC-BISHOP_FORD-N-7022,16215-20855-1
287,317,1336,13.817561,100,pass,IL-TESTTSC-I_55-N-6017,10738-21738-1
288,318,579,19.705911,100,fail,IL-TESTTSC-BISHOP_FORD-N-7001,20447-20410-1
289,319,833,13.422231,86,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5183,15664-15706-1
290,320,663,0.05573,100,pass,IL-TESTTSC-EDENS-N-1113,13462-20659-1
291,321,406,13.196928,89,fail,IL-TESTTSC-KINGERY-W-8007,16355-20428-1
292,322,277,2.750157,100,pass,IL-TESTTSC-I_290-W-4122,10184-10143-1
293,324,77,15.924791,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10110,21303-21306-1
294,325,209,19.405945,22,fail,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10114,21968-21312-1
295,326,438,25.694445,100,fail,IL-TESTTSC-ROUTE_53-S-11014,20109-20129-1
296,327,1741,4.986247,100,pass,IL-TESTTSC-DAN_RYAN-S-5307,15623-15633-1
297,328,1207,5.881229,100,pass,IL-TESTTSC-I_57-S-9111,14963-21184-1
298,329,675,11.488534,100,pass,IL-TESTTSC-EDENS-S-1035,13659-13698-1
299,330,856,10.672896,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-S-5193,15819-15855-1
300,331,341,18.70627,100,pass,IL-TESTTSC-STEVENSON-S-6135,11567-20311-1
301,332,512,17.016513,100,pass,IL-TESTTSC-I_290-E-4034,20189-20191-1
302,335,41,10.884897,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5024,15295-20991-1
303,336,883,15.50064,100,pass,IL-TESTTSC-BISHOP_FORD-N-7021,16215-20855-1
304,337,920,16.512022,100,pass,IL-TESTTSC-DAN_RYAN_EXPRESS-N-5082,20831-15934-1
305,338,108,9.020047,100,pass,IL-TESTTSC-KENNEDY-W-2121,21380-21375-1
306,339,1209,4.133919,100,pass,IL-TESTTSC-I_57-N-9016,14756-14976-1
307,340,332,16.575271,100,pass,IL-TESTTSC-STEVENSON-S-6138,11468-20337-1
308,341,367,0.823669,100,pass,IL-TESTTSC-I_80-W-35120,12398-20465-1
309,342,705,6.317945,100,pass,IL-TESTTSC-EDENS-N-1109,20664-13646-1
310,343,207,15.047836,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-S-10116,21321-21322-1
311,344,671,15.725628,100,pass,IL-TESTTSC-EDENS-S-1032,13633-20679-1
312,345,627,22.608176,100,pass,IL-TESTTSC-I_57-S-9124,20396-20398-1
313,346,55,5.729817,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_NORTH-N-10308,21259-21257-1
314,347,1739,14.556048,100,pass,IL-TESTTSC-I_57-N-9032,15460-15863-1
315,348,820,17.239635,100,pass,IL-TESTTSC-I_57-N-9028,15026-20839-1
316,349,78,12.286266,22,pass,IL-TESTTSC-LAKE_SHORE_DRIVE_SOUTH-N-10009,21307-21302-1
317,350,693,3.438103,100,pass,IL-TESTTSC-EDENS-S-1021,20642-20643-1
318,351,1410,12.087708,100,pass,IL-TESTTSC-KENNEDY-W-2133,12654-21628-1
319,352,1423,0.682179,100,pass,IL-TESTTSC-KENNEDY-E-2015,13269-13413-1
